Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
OCLN	gene	OCLN	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Band-like calcification with simplified gyration and polymicrogyria, 251290	602876			20727516			3		1.58			ENSG00000197822	ENSG00000197822	HGNC:8104													
OPA3	gene	OPA3	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	3-methylglutaconic aciduria, type III, 258501	606580						3		1.58			ENSG00000125741	ENSG00000125741	HGNC:8142													
PANK2	gene	PANK2	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia;pantothenate kinase-associated neurodegeneration;Neurodegeneration with brain iron accumulation 1, 234200	606157						3		1.58			ENSG00000125779	ENSG00000125779	HGNC:15894													
PCCA	gene	PCCA	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Propionicacidemia 606054	232000			6790853;15235904			3		1.58			ENSG00000175198	ENSG00000175198	HGNC:8653													
PCCB	gene	PCCB	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Propionicacidemia 606054	232050						3		1.58			ENSG00000114054	ENSG00000114054	HGNC:8654													
PDE10A	gene	PDE10A	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Striatal degeneration, autosomal dominant 616922;Dyskinesia, limb and orofacial, infantile-onset 616921	610652			27058447;27058446			3		1.58			ENSG00000112541	ENSG00000112541	HGNC:8772													
PDE2A	gene	PDE2A	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	infantile onset chorea predominant movement disorder	602658						3		1.58			ENSG00000186642	ENSG00000186642	HGNC:8777													
PDGFB	gene	PDGFB	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal ganglia calcification, idiopathic, 5, 615483	190040			26129893			3		1.58			ENSG00000100311	ENSG00000100311	HGNC:8800													
PDHA1	gene	PDHA1	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Pyruvate dehydrogenase E1-alpha deficiency 312170	300502						3		1.58			ENSG00000131828	ENSG00000131828	HGNC:8806													
PDHX	gene	PDHX	South West GLH;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Lacticacidemia due to PDX1 deficiency, 245349	608769						3		1.58			ENSG00000110435	ENSG00000110435	HGNC:21350													
PET100	gene	PET100	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, 220110	614770						3		1.58			ENSG00000229833	ENSG00000229833	HGNC:40038													
PINK1	gene	PINK1	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Parkinson disease 6, early onset, 605909;Dystonia	608309						3		1.58			ENSG00000158828	ENSG00000158828	HGNC:14581													
PLA2G6	gene	PLA2G6	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration with brain iron accumulation 2B 610217;Parkinson disease 14, autosomal recessive 612953;Infantile neuroaxonal dystrophy 1 256600;PLA2G6-associated neurodegeneration	603604			16783378;18799783;18570303			3		1.58			ENSG00000184381	ENSG00000184381	HGNC:9039													
PNKD	gene	PNKD	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Familial Paroxysmal Nonkinesigenic Dyskinesia;PAROXYSMAL NONKINESIGENIC DYSKINESIA 1;Paroxysmal nonkinesigenic dyskinesia, 118800	609023			15496428;20301334;15262732;15824259			3		1.58			ENSG00000127838	ENSG00000127838	HGNC:9153													
PNKP	gene	PNKP	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Ataxia-oculomotor apraxia 4, 616267;Microcephaly, seizures, and developmental delay, 613402	605610						3		1.58			ENSG00000039650	ENSG00000039650	HGNC:9154													
POLR3A	gene	POLR3A	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, 607694;Wiedemann-Rautenstrauch syndrome, 264090	614258						3		1.58			ENSG00000148606	ENSG00000148606	HGNC:30074													
PRKN	gene	PRKN	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia;Parkinson disease, juvenile, type 2, 600116;juvenile parkinsonism/dystonia	602544						3		1.58			ENSG00000185345	ENSG00000185345	HGNC:8607													
PRKRA	gene	PRKRA	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia 16, 612067;early-Onset Generalized dystonia-parkinsonism (DYT16), non-responsive to levo-dopa;Dystonia	603424			22842711;25737287;20301334;18420150;18243799;26990861;25914261;24142417;25142429			3		1.58			ENSG00000180228	ENSG00000180228	HGNC:9438													
PRNP	gene	PRNP	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Creutzfeldt-Jakob disease 123400;Huntington disease-like 1 603218;Cerebral amyloid angiopathy, PRNP-related 137440;Gerstmann-Straussler disease 137440	176640						3		1.58			ENSG00000171867	ENSG00000171867	HGNC:9449													
PRRT2	gene	PRRT2	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Convulsions, familial infantile, with paroxysmal choreoathetosis, 602066;Episodic kinesigenic dyskinesia 1, 128200;dystonia and occasionally hemiplegic migraine and epilepsy;Paroxysmal kinesigenic choreoathetosis (PKD1) and infantile convulsions;episodic kinesigenic dyskinesia	614386			22744660;20301334;22399141;22120146;22101681			3		1.58			ENSG00000167371	ENSG00000167371	HGNC:30500													
PTS	gene	PTS	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	6-Pyruvoyltetrahydropterin Synthase Deficiency;Dystonia;6-Pyruvoyl-tetrahydropterin synthase deficiency;Hyperphenylalaninemia, BH4-deficient, A, 261640	612719			27830117;9450907;8178819;10220141;27604308			3		1.58			ENSG00000150787	ENSG00000150787	HGNC:9689													
QDPR	gene	QDPR	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dihydropteridine reductase deficiency;Hyperphenylalaninemia, BH4-deficient, C, 261630;Dystonia	612676			11746132;27830117;2785251;16917893;11153907;49470;2116088;7627180;317358;53532;27604308;10029353			3		1.58			ENSG00000151552	ENSG00000151552	HGNC:9752													
RAB39B	gene	RAB39B	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Waisman syndrome 311510	300774			27448726;26399558;27838047;25434005;27943471			3		1.58			ENSG00000155961	ENSG00000155961	HGNC:16499													
RNASEH2B	gene	RNASEH2B	South West GLH;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 2, 610181	610326						3		1.58			ENSG00000136104	ENSG00000136104	HGNC:25671													
RNASEH2C	gene	RNASEH2C	South West GLH;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 3, 610329	610330						3		1.58			ENSG00000172922	ENSG00000172922	HGNC:24116													
RNASET2	gene	RNASET2	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, cystic, without megalencephaly, 612951	612944						3		1.58			ENSG00000026297	ENSG00000026297	HGNC:21686													
SAMHD1	gene	SAMHD1	South West GLH;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 5, 612952	606754						3		1.58			ENSG00000101347	ENSG00000101347	HGNC:15925													
SCN8A	gene	SCN8A	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	paroxysmal kinesigenic dyskinesias;epilepsy, Seizures, benign familial infantile, 5, 617080	600702			26677014			3		1.58			ENSG00000196876	ENSG00000196876	HGNC:10596													
SERAC1	gene	SERAC1	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Lesions in the basal ganglia;MEGDEL syndrome;MEGDHEL syndrome;Dystonia;3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, 614739;3-MEthylGlutaconic aciduria, Dystonia-Deafness, Hepatopathy, Encephalopathy, Leigh-like syndrome	614725			27186703;16527507;28482397;28778788;29205472;22683713;27604308			3		1.58			ENSG00000122335	ENSG00000122335	HGNC:21061													
SETX	gene	SETX	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	608465						3		1.58			ENSG00000107290	ENSG00000107290	HGNC:445													
SGCE	gene	SGCE	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, maternally imprinted (paternal allele expressed)	Myoclonus-Dystonia;maternally imprinted Dystonia-11, myoclonic, 159900;Myoclonus dystonia syndrome	604149			20301334;11528394;12325078			3		1.58			ENSG00000127990	ENSG00000127990	HGNC:10808													
SLC19A3	gene	SLC19A3	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia;Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2) 607483	606152						3		1.58			ENSG00000135917	ENSG00000135917	HGNC:16266													
SLC20A2	gene	SLC20A2	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal ganglia calcification, idiopathic, 1 213600;Dystonia	158378						3		1.58			ENSG00000168575	ENSG00000168575	HGNC:10947													
SLC2A1	gene	SLC2A1	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	GLUT1 deficiency syndrome 1, 606777;GLUT1 deficiency syndrome 2, childhood onset;dystonia 9;EPILEPSY, IDIOPATHIC GENERALIZED;GLUT1 deficiency syndrome 1, infantile onset, severe;Dystonia;paroxysmal exertion-induced dyskinesia with or without epilepsy and/or hemolytic anemia;GLUT1 deficiency syndrome 2	138140			19630075;20301334;18451999;18577546			3		1.58			ENSG00000117394	ENSG00000117394	HGNC:11005													
SLC30A10	gene	SLC30A10	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia/Parkinsonism, Hypermanganesemia, Polycythemia, and Chronic Liver Disease;Hypermanganesemia with dystonia, polycythemia, and cirrhosis, 613280	611146			22934317;22341972;25778823;22341971;22926781			3		1.58			ENSG00000196660	ENSG00000196660	HGNC:25355													
SLC39A14	gene	SLC39A14	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Hypermanganesemia with dystonia 2 617013	608736			27231142			3		1.58			ENSG00000104635	ENSG00000104635	HGNC:20858													
SLC6A3	gene	SLC6A3	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dopamine transporter deficiency;Parkinsonism-dystonia, infantile, 613135	126455			21112253;27830117;24613933			3		1.58			ENSG00000142319	ENSG00000142319	HGNC:11049													
SLC6A8	gene	SLC6A8	Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Cerebral creatine deficiency syndrome 1, 300352	300036						3		1.58			ENSG00000130821	ENSG00000130821	HGNC:11055													
SPR	gene	SPR	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Dopa-Responsive Dystonia;Movement disorder, autonomic dysfunction, developmental delay, behavioural difficulties;Dystonia, dopa-responsive, due to sepiapterin reductase deficiency, 612716;Sepiapterin reductase deficiency;paediatric form of dopa responsive dystonia	182125			15241655;18502672;27830117;20301334;11443547;22522443;27604308			3		1.58			ENSG00000116096	ENSG00000116096	HGNC:11257													
SUCLA2	gene	SUCLA2	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Dystonia;Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073	603921						3		1.58			ENSG00000136143	ENSG00000136143	HGNC:11448													
SUOX	gene	SUOX	Expert Review Green;South West GLH;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Sulfite oxidase deficiency, 272300	606887						3		1.58			ENSG00000139531	ENSG00000139531	HGNC:11460													
SURF1	gene	SURF1	PanelApp;Expert Review Green;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, type 4K, 616684;Leigh syndrome, due to COX IV deficiency, 256000	185620						3		1.58			ENSG00000148290	ENSG00000148290	HGNC:11474													
